id,onet_id,element_id,element_name,scale_id,scale_name,data_value,active_status
196,462,2.B.3.m,Quality Control Analysis,LV,Level,2.12,1
197,462,2.B.4.e,Judgment and Decision Making,IM,Importance,3.5,1
198,462,2.B.4.e,Judgment and Decision Making,LV,Level,3.75,1
199,462,2.B.4.g,Systems Analysis,IM,Importance,3,1
200,462,2.B.4.g,Systems Analysis,LV,Level,3,1
201,462,2.B.4.h,Systems Evaluation,IM,Importance,3,1
202,462,2.B.4.h,Systems Evaluation,LV,Level,3.12,1
203,462,2.B.5.a,Time Management,IM,Importance,3.75,1
204,462,2.B.5.a,Time Management,LV,Level,3.75,1
205,462,2.B.5.b,Management of Financial Resources,IM,Importance,3.12,1
206,462,2.B.5.b,Management of Financial Resources,LV,Level,3.38,1
207,462,2.B.5.c,Management of Material Resources,IM,Importance,3.25,1
208,462,2.B.5.c,Management of Material Resources,LV,Level,3.25,1
209,462,2.B.5.d,Management of Personnel Resources,IM,Importance,3.5,1
210,462,2.B.5.d,Management of Personnel Resources,LV,Level,3.88,1
211,13,2.A.1.a,Reading Comprehension,IM,Importance,3.75,1
212,13,2.A.1.a,Reading Comprehension,LV,Level,4.12,1
213,13,2.A.1.b,Active Listening,IM,Importance,4,1
214,13,2.A.1.b,Active Listening,LV,Level,4.12,1
215,13,2.A.1.c,Writing,IM,Importance,3.75,1
216,13,2.A.1.c,Writing,LV,Level,3.88,1
217,13,2.A.1.d,Speaking,IM,Importance,4,1
218,13,2.A.1.d,Speaking,LV,Level,4.38,1
219,13,2.A.1.e,Mathematics,IM,Importance,3,1
220,13,2.A.1.e,Mathematics,LV,Level,3.12,1
221,13,2.A.1.f,Science,IM,Importance,1.5,1
222,13,2.A.1.f,Science,LV,Level,0.88,1
223,13,2.A.2.a,Critical Thinking,IM,Importance,3.75,1
224,13,2.A.2.a,Critical Thinking,LV,Level,4.12,1
225,13,2.A.2.b,Active Learning,IM,Importance,3.25,1
226,13,2.A.2.b,Active Learning,LV,Level,4,1
227,13,2.A.2.c,Learning Strategies,IM,Importance,2.75,1
228,13,2.A.2.c,Learning Strategies,LV,Level,3.5,1
229,13,2.A.2.d,Monitoring,IM,Importance,3.25,1
230,13,2.A.2.d,Monitoring,LV,Level,4.25,1
231,13,2.B.1.a,Social Perceptiveness,IM,Importance,4,1
232,13,2.B.1.a,Social Perceptiveness,LV,Level,3.75,1
233,13,2.B.1.b,Coordination,IM,Importance,3.5,1
234,13,2.B.1.b,Coordination,LV,Level,4.38,1
235,13,2.B.1.c,Persuasion,IM,Importance,3.25,1
236,13,2.B.1.c,Persuasion,LV,Level,3.62,1
237,13,2.B.1.d,Negotiation,IM,Importance,3.38,1
238,13,2.B.1.d,Negotiation,LV,Level,3.75,1
239,13,2.B.1.e,Instructing,IM,Importance,2.88,1
240,13,2.B.1.e,Instructing,LV,Level,3.5,1
241,13,2.B.1.f,Service Orientation,IM,Importance,3.12,1
242,13,2.B.1.f,Service Orientation,LV,Level,3.25,1
243,13,2.B.2.i,Complex Problem Solving,IM,Importance,3.5,1
244,13,2.B.2.i,Complex Problem Solving,LV,Level,4,1
245,13,2.B.3.a,Operations Analysis,IM,Importance,2.88,1
246,13,2.B.3.a,Operations Analysis,LV,Level,3.25,1
247,13,2.B.3.b,Technology Design,IM,Importance,1.62,1
248,13,2.B.3.b,Technology Design,LV,Level,0.88,1
249,13,2.B.3.c,Equipment Selection,IM,Importance,1.25,1
250,13,2.B.3.c,Equipment Selection,LV,Level,0.5,1
251,13,2.B.3.d,Installation,IM,Importance,1,1
252,13,2.B.3.d,Installation,LV,Level,0,1
253,13,2.B.3.e,Programming,IM,Importance,1.38,1
254,13,2.B.3.e,Programming,LV,Level,0.62,1
255,13,2.B.3.g,Operation Monitoring,IM,Importance,1.62,1
256,13,2.B.3.g,Operation Monitoring,LV,Level,1,1
257,13,2.B.3.h,Operation and Control,IM,Importance,1.25,1
258,13,2.B.3.h,Operation and Control,LV,Level,0.38,1
259,13,2.B.3.j,Equipment Maintenance,IM,Importance,1,1
260,13,2.B.3.j,Equipment Maintenance,LV,Level,0,1
261,13,2.B.3.k,Troubleshooting,IM,Importance,1.12,1
262,13,2.B.3.k,Troubleshooting,LV,Level,0.12,1
263,13,2.B.3.l,Repairing,IM,Importance,1,1
264,13,2.B.3.l,Repairing,LV,Level,0,1
265,13,2.B.3.m,Quality Control Analysis,IM,Importance,1.88,1
266,13,2.B.3.m,Quality Control Analysis,LV,Level,1.38,1
267,13,2.B.4.e,Judgment and Decision Making,IM,Importance,3.75,1
268,13,2.B.4.e,Judgment and Decision Making,LV,Level,4.12,1
269,13,2.B.4.g,Systems Analysis,IM,Importance,3.12,1
270,13,2.B.4.g,Systems Analysis,LV,Level,3.38,1
271,13,2.B.4.h,Systems Evaluation,IM,Importance,3,1
272,13,2.B.4.h,Systems Evaluation,LV,Level,3.75,1
273,13,2.B.5.a,Time Management,IM,Importance,3.88,1
274,13,2.B.5.a,Time Management,LV,Level,4,1
275,13,2.B.5.b,Management of Financial Resources,IM,Importance,2.88,1
276,13,2.B.5.b,Management of Financial Resources,LV,Level,3.75,1
277,13,2.B.5.c,Management of Material Resources,IM,Importance,2.5,1
278,13,2.B.5.c,Management of Material Resources,LV,Level,2.62,1
279,13,2.B.5.d,Management of Personnel Resources,IM,Importance,3.12,1
280,13,2.B.5.d,Management of Personnel Resources,LV,Level,4,1
281,633,2.A.1.a,Reading Comprehension,IM,Importance,3.88,1
282,633,2.A.1.a,Reading Comprehension,LV,Level,4.25,1
283,633,2.A.1.b,Active Listening,IM,Importance,3.88,1
284,633,2.A.1.b,Active Listening,LV,Level,4.12,1
285,633,2.A.1.c,Writing,IM,Importance,3.25,1
286,633,2.A.1.c,Writing,LV,Level,3.88,1
287,633,2.A.1.d,Speaking,IM,Importance,3.88,1
288,633,2.A.1.d,Speaking,LV,Level,4.12,1
289,633,2.A.1.e,Mathematics,IM,Importance,2.75,1
290,633,2.A.1.e,Mathematics,LV,Level,3.12,1
291,633,2.A.1.f,Science,IM,Importance,1.75,1
292,633,2.A.1.f,Science,LV,Level,1.5,1
293,633,2.A.2.a,Critical Thinking,IM,Importance,3.88,1
294,633,2.A.2.a,Critical Thinking,LV,Level,4.25,1
295,633,2.A.2.b,Active Learning,IM,Importance,3.88,1
296,633,2.A.2.b,Active Learning,LV,Level,4.12,1
297,633,2.A.2.c,Learning Strategies,IM,Importance,3.12,1
298,633,2.A.2.c,Learning Strategies,LV,Level,3.5,1
299,633,2.A.2.d,Monitoring,IM,Importance,3.75,1
300,633,2.A.2.d,Monitoring,LV,Level,4.25,1
301,633,2.B.1.a,Social Perceptiveness,IM,Importance,3.88,1
302,633,2.B.1.a,Social Perceptiveness,LV,Level,4,1
303,633,2.B.1.b,Coordination,IM,Importance,3.5,1
304,633,2.B.1.b,Coordination,LV,Level,3.75,1
305,633,2.B.1.c,Persuasion,IM,Importance,3.75,1
306,633,2.B.1.c,Persuasion,LV,Level,4.38,1
307,633,2.B.1.d,Negotiation,IM,Importance,3.62,1
308,633,2.B.1.d,Negotiation,LV,Level,3.88,1
309,633,2.B.1.e,Instructing,IM,Importance,3,1
310,633,2.B.1.e,Instructing,LV,Level,3.5,1
311,633,2.B.1.f,Service Orientation,IM,Importance,3.12,1
312,633,2.B.1.f,Service Orientation,LV,Level,3.25,1
313,633,2.B.2.i,Complex Problem Solving,IM,Importance,3.62,1
314,633,2.B.2.i,Complex Problem Solving,LV,Level,3.88,1
315,633,2.B.3.a,Operations Analysis,IM,Importance,3.38,1
316,633,2.B.3.a,Operations Analysis,LV,Level,3.62,1
317,633,2.B.3.b,Technology Design,IM,Importance,1.75,1
318,633,2.B.3.b,Technology Design,LV,Level,0.88,1
319,633,2.B.3.c,Equipment Selection,IM,Importance,1,1
320,633,2.B.3.c,Equipment Selection,LV,Level,0,1
321,633,2.B.3.d,Installation,IM,Importance,1,1
322,633,2.B.3.d,Installation,LV,Level,0,1
323,633,2.B.3.e,Programming,IM,Importance,1.88,1
324,633,2.B.3.e,Programming,LV,Level,1.25,1
325,633,2.B.3.g,Operation Monitoring,IM,Importance,1.75,1
326,633,2.B.3.g,Operation Monitoring,LV,Level,1.25,1
327,633,2.B.3.h,Operation and Control,IM,Importance,1,1
328,633,2.B.3.h,Operation and Control,LV,Level,0,1
329,633,2.B.3.j,Equipment Maintenance,IM,Importance,1,1
330,633,2.B.3.j,Equipment Maintenance,LV,Level,0,1
331,633,2.B.3.k,Troubleshooting,IM,Importance,1,1
332,633,2.B.3.k,Troubleshooting,LV,Level,0,1
333,633,2.B.3.l,Repairing,IM,Importance,1,1
334,633,2.B.3.l,Repairing,LV,Level,0,1
335,633,2.B.3.m,Quality Control Analysis,IM,Importance,1.88,1
336,633,2.B.3.m,Quality Control Analysis,LV,Level,1.38,1
337,633,2.B.4.e,Judgment and Decision Making,IM,Importance,3.75,1
338,633,2.B.4.e,Judgment and Decision Making,LV,Level,4,1
339,633,2.B.4.g,Systems Analysis,IM,Importance,3.25,1
340,633,2.B.4.g,Systems Analysis,LV,Level,3.75,1
341,633,2.B.4.h,Systems Evaluation,IM,Importance,3.5,1
342,633,2.B.4.h,Systems Evaluation,LV,Level,3.75,1
343,633,2.B.5.a,Time Management,IM,Importance,3.5,1
344,633,2.B.5.a,Time Management,LV,Level,3.75,1
345,633,2.B.5.b,Management of Financial Resources,IM,Importance,2.88,1
346,633,2.B.5.b,Management of Financial Resources,LV,Level,3.75,1
347,633,2.B.5.c,Management of Material Resources,IM,Importance,2.62,1
348,633,2.B.5.c,Management of Material Resources,LV,Level,2.75,1
349,633,2.B.5.d,Management of Personnel Resources,IM,Importance,3.38,1
350,633,2.B.5.d,Management of Personnel Resources,LV,Level,3.88,1
351,933,2.A.1.a,Reading Comprehension,IM,Importance,3.88,1
352,933,2.A.1.a,Reading Comprehension,LV,Level,4,1
353,933,2.A.1.b,Active Listening,IM,Importance,4,1
354,933,2.A.1.b,Active Listening,LV,Level,4,1
355,933,2.A.1.c,Writing,IM,Importance,3.62,1
356,933,2.A.1.c,Writing,LV,Level,4,1
357,933,2.A.1.d,Speaking,IM,Importance,4,1
358,933,2.A.1.d,Speaking,LV,Level,4.12,1
359,933,2.A.1.e,Mathematics,IM,Importance,3,1
360,933,2.A.1.e,Mathematics,LV,Level,3.25,1
361,933,2.A.1.f,Science,IM,Importance,1.62,1
362,933,2.A.1.f,Science,LV,Level,0.62,1
363,933,2.A.2.a,Critical Thinking,IM,Importance,3.88,1
364,933,2.A.2.a,Critical Thinking,LV,Level,4,1
365,933,2.A.2.b,Active Learning,IM,Importance,3.75,1
366,933,2.A.2.b,Active Learning,LV,Level,3.88,1
367,933,2.A.2.c,Learning Strategies,IM,Importance,3.25,1
368,933,2.A.2.c,Learning Strategies,LV,Level,3.75,1
369,933,2.A.2.d,Monitoring,IM,Importance,3.75,1
370,933,2.A.2.d,Monitoring,LV,Level,4.75,1
371,933,2.B.1.a,Social Perceptiveness,IM,Importance,3.88,1
372,933,2.B.1.a,Social Perceptiveness,LV,Level,4.12,1
373,933,2.B.1.b,Coordination,IM,Importance,3.88,1
374,933,2.B.1.b,Coordination,LV,Level,4.12,1
375,933,2.B.1.c,Persuasion,IM,Importance,4.12,1
376,933,2.B.1.c,Persuasion,LV,Level,4.38,1
377,933,2.B.1.d,Negotiation,IM,Importance,3.88,1
378,933,2.B.1.d,Negotiation,LV,Level,3.88,1
379,933,2.B.1.e,Instructing,IM,Importance,3.62,1
380,933,2.B.1.e,Instructing,LV,Level,3.62,1
381,933,2.B.1.f,Service Orientation,IM,Importance,3.88,1
382,933,2.B.1.f,Service Orientation,LV,Level,3.88,1
383,933,2.B.2.i,Complex Problem Solving,IM,Importance,3.75,1
384,933,2.B.2.i,Complex Problem Solving,LV,Level,3.88,1
385,933,2.B.3.a,Operations Analysis,IM,Importance,2.62,1
386,933,2.B.3.a,Operations Analysis,LV,Level,2.88,1
387,933,2.B.3.b,Technology Design,IM,Importance,1.75,1
388,933,2.B.3.b,Technology Design,LV,Level,0.88,1
389,933,2.B.3.c,Equipment Selection,IM,Importance,1,1
390,933,2.B.3.c,Equipment Selection,LV,Level,0,1
391,933,2.B.3.d,Installation,IM,Importance,1,1
392,933,2.B.3.d,Installation,LV,Level,0,1
393,933,2.B.3.e,Programming,IM,Importance,1.62,1
394,933,2.B.3.e,Programming,LV,Level,0.88,1
395,933,2.B.3.g,Operation Monitoring,IM,Importance,1.75,1
396,933,2.B.3.g,Operation Monitoring,LV,Level,1.75,1
397,933,2.B.3.h,Operation and Control,IM,Importance,1.75,1
398,933,2.B.3.h,Operation and Control,LV,Level,1.25,1
399,933,2.B.3.j,Equipment Maintenance,IM,Importance,1,1
400,933,2.B.3.j,Equipment Maintenance,LV,Level,0,1
401,933,2.B.3.k,Troubleshooting,IM,Importance,1,1
402,933,2.B.3.k,Troubleshooting,LV,Level,0,1
403,933,2.B.3.l,Repairing,IM,Importance,1,1
404,933,2.B.3.l,Repairing,LV,Level,0,1
405,933,2.B.3.m,Quality Control Analysis,IM,Importance,1.75,1
406,933,2.B.3.m,Quality Control Analysis,LV,Level,1.38,1
407,933,2.B.4.e,Judgment and Decision Making,IM,Importance,3.75,1
408,933,2.B.4.e,Judgment and Decision Making,LV,Level,4,1
409,933,2.B.4.g,Systems Analysis,IM,Importance,3.62,1
410,933,2.B.4.g,Systems Analysis,LV,Level,3.75,1
411,933,2.B.4.h,Systems Evaluation,IM,Importance,3.62,1
412,933,2.B.4.h,Systems Evaluation,LV,Level,3.88,1
413,933,2.B.5.a,Time Management,IM,Importance,3.5,1
414,933,2.B.5.a,Time Management,LV,Level,3.88,1
415,933,2.B.5.b,Management of Financial Resources,IM,Importance,3,1
416,933,2.B.5.b,Management of Financial Resources,LV,Level,3.62,1
417,933,2.B.5.c,Management of Material Resources,IM,Importance,2.88,1
418,933,2.B.5.c,Management of Material Resources,LV,Level,3,1
419,933,2.B.5.d,Management of Personnel Resources,IM,Importance,3.75,1
420,933,2.B.5.d,Management of Personnel Resources,LV,Level,4,1
421,866,2.A.1.a,Reading Comprehension,IM,Importance,4.12,1
422,866,2.A.1.a,Reading Comprehension,LV,Level,4.25,1
423,866,2.A.1.b,Active Listening,IM,Importance,4.25,1
424,866,2.A.1.b,Active Listening,LV,Level,4.25,1
425,866,2.A.1.c,Writing,IM,Importance,4.12,1
426,866,2.A.1.c,Writing,LV,Level,4.38,1
427,866,2.A.1.d,Speaking,IM,Importance,4.38,1
428,866,2.A.1.d,Speaking,LV,Level,4.5,1
429,866,2.A.1.e,Mathematics,IM,Importance,2.75,1
430,866,2.A.1.e,Mathematics,LV,Level,2.75,1
431,866,2.A.1.f,Science,IM,Importance,1.5,1
432,866,2.A.1.f,Science,LV,Level,0.75,1
433,866,2.A.2.a,Critical Thinking,IM,Importance,3.75,1
434,866,2.A.2.a,Critical Thinking,LV,Level,4.12,1
435,866,2.A.2.b,Active Learning,IM,Importance,3.25,1
436,866,2.A.2.b,Active Learning,LV,Level,3.88,1
437,866,2.A.2.c,Learning Strategies,IM,Importance,2.75,1
438,866,2.A.2.c,Learning Strategies,LV,Level,3.5,1
439,866,2.A.2.d,Monitoring,IM,Importance,3.5,1
440,866,2.A.2.d,Monitoring,LV,Level,4.38,1
441,866,2.B.1.a,Social Perceptiveness,IM,Importance,4.12,1
442,866,2.B.1.a,Social Perceptiveness,LV,Level,4.12,1
443,866,2.B.1.b,Coordination,IM,Importance,3.75,1
444,866,2.B.1.b,Coordination,LV,Level,4.38,1
445,866,2.B.1.c,Persuasion,IM,Importance,3.75,1
446,866,2.B.1.c,Persuasion,LV,Level,4.38,1
