id,onet_id,element_id,element_name,scale_id,scale_name,data_value,active_status
186,536,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.39,1
187,536,1.C.5.a,Dependability,IM,Importance,4.71,1
188,536,1.C.5.b,Attention to Detail,IM,Importance,4.5,1
189,536,1.C.5.c,Integrity,IM,Importance,4.59,1
190,536,1.C.6,Independence,IM,Importance,4,1
191,536,1.C.7.a,Innovation,IM,Importance,3.85,1
192,536,1.C.7.b,Analytical Thinking,IM,Importance,4.12,1
193,872,1.C.1.a,Achievement/Effort,IM,Importance,4.05,1
194,872,1.C.1.b,Persistence,IM,Importance,4.08,1
195,872,1.C.1.c,Initiative,IM,Importance,4.3,1
196,872,1.C.2.b,Leadership,IM,Importance,4.2,1
197,872,1.C.3.a,Cooperation,IM,Importance,4.08,1
198,872,1.C.3.b,Concern for Others,IM,Importance,3.64,1
199,872,1.C.3.c,Social Orientation,IM,Importance,3.44,1
200,872,1.C.4.a,Self Control,IM,Importance,4.08,1
201,872,1.C.4.b,Stress Tolerance,IM,Importance,4.58,1
202,872,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.02,1
203,872,1.C.5.a,Dependability,IM,Importance,4.63,1
204,872,1.C.5.b,Attention to Detail,IM,Importance,4.74,1
205,872,1.C.5.c,Integrity,IM,Importance,4.56,1
206,872,1.C.6,Independence,IM,Importance,4.11,1
207,872,1.C.7.a,Innovation,IM,Importance,3.84,1
208,872,1.C.7.b,Analytical Thinking,IM,Importance,4.64,1
209,474,1.C.1.a,Achievement/Effort,IM,Importance,4.14,1
210,474,1.C.1.b,Persistence,IM,Importance,3.95,1
211,474,1.C.1.c,Initiative,IM,Importance,4.21,1
212,474,1.C.2.b,Leadership,IM,Importance,4.48,1
213,474,1.C.3.a,Cooperation,IM,Importance,4.29,1
214,474,1.C.3.b,Concern for Others,IM,Importance,4.06,1
215,474,1.C.3.c,Social Orientation,IM,Importance,3.81,1
216,474,1.C.4.a,Self Control,IM,Importance,4.15,1
217,474,1.C.4.b,Stress Tolerance,IM,Importance,4.38,1
218,474,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.13,1
219,474,1.C.5.a,Dependability,IM,Importance,4.46,1
220,474,1.C.5.b,Attention to Detail,IM,Importance,4.41,1
221,474,1.C.5.c,Integrity,IM,Importance,4.57,1
222,474,1.C.6,Independence,IM,Importance,3.8,1
223,474,1.C.7.a,Innovation,IM,Importance,4.35,1
224,474,1.C.7.b,Analytical Thinking,IM,Importance,4.41,1
225,101,1.C.1.a,Achievement/Effort,IM,Importance,3.82,1
226,101,1.C.1.b,Persistence,IM,Importance,4,1
227,101,1.C.1.c,Initiative,IM,Importance,4.37,1
228,101,1.C.2.b,Leadership,IM,Importance,4.46,1
229,101,1.C.3.a,Cooperation,IM,Importance,4.15,1
230,101,1.C.3.b,Concern for Others,IM,Importance,3.66,1
231,101,1.C.3.c,Social Orientation,IM,Importance,3.28,1
232,101,1.C.4.a,Self Control,IM,Importance,4.06,1
233,101,1.C.4.b,Stress Tolerance,IM,Importance,4.09,1
234,101,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.16,1
235,101,1.C.5.a,Dependability,IM,Importance,4.67,1
236,101,1.C.5.b,Attention to Detail,IM,Importance,4.52,1
237,101,1.C.5.c,Integrity,IM,Importance,4.32,1
238,101,1.C.6,Independence,IM,Importance,3.83,1
239,101,1.C.7.a,Innovation,IM,Importance,4.06,1
240,101,1.C.7.b,Analytical Thinking,IM,Importance,4.29,1
241,110,1.C.1.a,Achievement/Effort,IM,Importance,4.49,1
242,110,1.C.1.b,Persistence,IM,Importance,4.6,1
243,110,1.C.1.c,Initiative,IM,Importance,4.41,1
244,110,1.C.2.b,Leadership,IM,Importance,4.72,1
245,110,1.C.3.a,Cooperation,IM,Importance,4.01,1
246,110,1.C.3.b,Concern for Others,IM,Importance,3.88,1
247,110,1.C.3.c,Social Orientation,IM,Importance,3.56,1
248,110,1.C.4.a,Self Control,IM,Importance,3.92,1
249,110,1.C.4.b,Stress Tolerance,IM,Importance,4.4,1
250,110,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.42,1
251,110,1.C.5.a,Dependability,IM,Importance,4.54,1
252,110,1.C.5.b,Attention to Detail,IM,Importance,4.51,1
253,110,1.C.5.c,Integrity,IM,Importance,4.72,1
254,110,1.C.6,Independence,IM,Importance,3.89,1
255,110,1.C.7.a,Innovation,IM,Importance,4.08,1
256,110,1.C.7.b,Analytical Thinking,IM,Importance,4.22,1
257,528,1.C.1.a,Achievement/Effort,IM,Importance,3.81,1
258,528,1.C.1.b,Persistence,IM,Importance,3.89,1
259,528,1.C.1.c,Initiative,IM,Importance,4.13,1
260,528,1.C.2.b,Leadership,IM,Importance,4.53,1
261,528,1.C.3.a,Cooperation,IM,Importance,4.2,1
262,528,1.C.3.b,Concern for Others,IM,Importance,3.58,1
263,528,1.C.3.c,Social Orientation,IM,Importance,3.12,1
264,528,1.C.4.a,Self Control,IM,Importance,4.02,1
265,528,1.C.4.b,Stress Tolerance,IM,Importance,4.12,1
266,528,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.79,1
267,528,1.C.5.a,Dependability,IM,Importance,4.53,1
268,528,1.C.5.b,Attention to Detail,IM,Importance,4.47,1
269,528,1.C.5.c,Integrity,IM,Importance,4.34,1
270,528,1.C.6,Independence,IM,Importance,4.19,1
271,528,1.C.7.a,Innovation,IM,Importance,3.68,1
272,528,1.C.7.b,Analytical Thinking,IM,Importance,4.19,1
273,870,1.C.1.a,Achievement/Effort,IM,Importance,4.04,1
274,870,1.C.1.b,Persistence,IM,Importance,4.08,1
275,870,1.C.1.c,Initiative,IM,Importance,4.33,1
276,870,1.C.2.b,Leadership,IM,Importance,4.12,1
277,870,1.C.3.a,Cooperation,IM,Importance,4.08,1
278,870,1.C.3.b,Concern for Others,IM,Importance,3.12,1
279,870,1.C.3.c,Social Orientation,IM,Importance,3.54,1
280,870,1.C.4.a,Self Control,IM,Importance,4.38,1
281,870,1.C.4.b,Stress Tolerance,IM,Importance,4.25,1
282,870,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.17,1
283,870,1.C.5.a,Dependability,IM,Importance,4.38,1
284,870,1.C.5.b,Attention to Detail,IM,Importance,4.08,1
285,870,1.C.5.c,Integrity,IM,Importance,4.92,1
286,870,1.C.6,Independence,IM,Importance,3.71,1
287,870,1.C.7.a,Innovation,IM,Importance,3.5,1
288,870,1.C.7.b,Analytical Thinking,IM,Importance,4.17,1
289,1066,1.C.1.a,Achievement/Effort,IM,Importance,3.94,1
290,1066,1.C.1.b,Persistence,IM,Importance,4.26,1
291,1066,1.C.1.c,Initiative,IM,Importance,4.18,1
292,1066,1.C.2.b,Leadership,IM,Importance,4.52,1
293,1066,1.C.3.a,Cooperation,IM,Importance,4.43,1
294,1066,1.C.3.b,Concern for Others,IM,Importance,4.02,1
295,1066,1.C.3.c,Social Orientation,IM,Importance,3.96,1
296,1066,1.C.4.a,Self Control,IM,Importance,4.43,1
297,1066,1.C.4.b,Stress Tolerance,IM,Importance,4.54,1
298,1066,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.12,1
299,1066,1.C.5.a,Dependability,IM,Importance,4.58,1
300,1066,1.C.5.b,Attention to Detail,IM,Importance,4.27,1
301,1066,1.C.5.c,Integrity,IM,Importance,4.39,1
302,1066,1.C.6,Independence,IM,Importance,3.87,1
303,1066,1.C.7.a,Innovation,IM,Importance,3.67,1
304,1066,1.C.7.b,Analytical Thinking,IM,Importance,3.82,1
305,1011,1.C.1.a,Achievement/Effort,IM,Importance,3.83,1
306,1011,1.C.1.b,Persistence,IM,Importance,3.67,1
307,1011,1.C.1.c,Initiative,IM,Importance,3.83,1
308,1011,1.C.2.b,Leadership,IM,Importance,4.21,1
309,1011,1.C.3.a,Cooperation,IM,Importance,3.79,1
310,1011,1.C.3.b,Concern for Others,IM,Importance,3.38,1
311,1011,1.C.3.c,Social Orientation,IM,Importance,3.25,1
312,1011,1.C.4.a,Self Control,IM,Importance,3.67,1
313,1011,1.C.4.b,Stress Tolerance,IM,Importance,3.79,1
314,1011,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.75,1
315,1011,1.C.5.a,Dependability,IM,Importance,4.17,1
316,1011,1.C.5.b,Attention to Detail,IM,Importance,3.92,1
317,1011,1.C.5.c,Integrity,IM,Importance,4.29,1
318,1011,1.C.6,Independence,IM,Importance,3.54,1
319,1011,1.C.7.a,Innovation,IM,Importance,3.12,1
320,1011,1.C.7.b,Analytical Thinking,IM,Importance,3.5,1
321,610,1.C.1.a,Achievement/Effort,IM,Importance,4.13,1
322,610,1.C.1.b,Persistence,IM,Importance,4,1
323,610,1.C.1.c,Initiative,IM,Importance,4.23,1
324,610,1.C.2.b,Leadership,IM,Importance,4.09,1
325,610,1.C.3.a,Cooperation,IM,Importance,4.17,1
326,610,1.C.3.b,Concern for Others,IM,Importance,3.13,1
327,610,1.C.3.c,Social Orientation,IM,Importance,2.87,1
328,610,1.C.4.a,Self Control,IM,Importance,3.91,1
329,610,1.C.4.b,Stress Tolerance,IM,Importance,4.04,1
330,610,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.13,1
331,610,1.C.5.a,Dependability,IM,Importance,4.57,1
332,610,1.C.5.b,Attention to Detail,IM,Importance,4.17,1
333,610,1.C.5.c,Integrity,IM,Importance,4.43,1
334,610,1.C.6,Independence,IM,Importance,3.74,1
335,610,1.C.7.a,Innovation,IM,Importance,3.61,1
336,610,1.C.7.b,Analytical Thinking,IM,Importance,4.26,1
337,187,1.C.1.a,Achievement/Effort,IM,Importance,3.71,1
338,187,1.C.1.b,Persistence,IM,Importance,3.95,1
339,187,1.C.1.c,Initiative,IM,Importance,4.33,1
340,187,1.C.2.b,Leadership,IM,Importance,4.14,1
341,187,1.C.3.a,Cooperation,IM,Importance,4.38,1
342,187,1.C.3.b,Concern for Others,IM,Importance,3.71,1
343,187,1.C.3.c,Social Orientation,IM,Importance,3.14,1
344,187,1.C.4.a,Self Control,IM,Importance,4.29,1
345,187,1.C.4.b,Stress Tolerance,IM,Importance,4.14,1
346,187,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.86,1
347,187,1.C.5.a,Dependability,IM,Importance,4.33,1
348,187,1.C.5.b,Attention to Detail,IM,Importance,4.76,1
349,187,1.C.5.c,Integrity,IM,Importance,4.86,1
350,187,1.C.6,Independence,IM,Importance,3.9,1
351,187,1.C.7.a,Innovation,IM,Importance,3.43,1
352,187,1.C.7.b,Analytical Thinking,IM,Importance,4.62,1
353,524,1.C.1.a,Achievement/Effort,IM,Importance,3.77,1
354,524,1.C.1.b,Persistence,IM,Importance,4.14,1
355,524,1.C.1.c,Initiative,IM,Importance,4.5,1
356,524,1.C.2.b,Leadership,IM,Importance,4.55,1
357,524,1.C.3.a,Cooperation,IM,Importance,4.36,1
358,524,1.C.3.b,Concern for Others,IM,Importance,4.36,1
359,524,1.C.3.c,Social Orientation,IM,Importance,4.05,1
360,524,1.C.4.a,Self Control,IM,Importance,4.41,1
361,524,1.C.4.b,Stress Tolerance,IM,Importance,4.59,1
362,524,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.36,1
363,524,1.C.5.a,Dependability,IM,Importance,4.5,1
364,524,1.C.5.b,Attention to Detail,IM,Importance,4.05,1
365,524,1.C.5.c,Integrity,IM,Importance,4.86,1
366,524,1.C.6,Independence,IM,Importance,3.82,1
367,524,1.C.7.a,Innovation,IM,Importance,3.64,1
368,524,1.C.7.b,Analytical Thinking,IM,Importance,4.09,1
369,1060,1.C.1.a,Achievement/Effort,IM,Importance,4.08,1
370,1060,1.C.1.b,Persistence,IM,Importance,3.96,1
371,1060,1.C.1.c,Initiative,IM,Importance,4.67,1
372,1060,1.C.2.b,Leadership,IM,Importance,4.67,1
373,1060,1.C.3.a,Cooperation,IM,Importance,4.5,1
374,1060,1.C.3.b,Concern for Others,IM,Importance,4.04,1
375,1060,1.C.3.c,Social Orientation,IM,Importance,3.92,1
376,1060,1.C.4.a,Self Control,IM,Importance,4.33,1
377,1060,1.C.4.b,Stress Tolerance,IM,Importance,4.17,1
378,1060,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.5,1
379,1060,1.C.5.a,Dependability,IM,Importance,4.62,1
380,1060,1.C.5.b,Attention to Detail,IM,Importance,4.5,1
381,1060,1.C.5.c,Integrity,IM,Importance,4.5,1
382,1060,1.C.6,Independence,IM,Importance,3.79,1
383,1060,1.C.7.a,Innovation,IM,Importance,4.33,1
384,1060,1.C.7.b,Analytical Thinking,IM,Importance,4.12,1
385,737,1.C.1.a,Achievement/Effort,IM,Importance,4.21,1
386,737,1.C.1.b,Persistence,IM,Importance,4.17,1
387,737,1.C.1.c,Initiative,IM,Importance,4.38,1
388,737,1.C.2.b,Leadership,IM,Importance,4.69,1
389,737,1.C.3.a,Cooperation,IM,Importance,4.33,1
390,737,1.C.3.b,Concern for Others,IM,Importance,3.74,1
391,737,1.C.3.c,Social Orientation,IM,Importance,3.81,1
392,737,1.C.4.a,Self Control,IM,Importance,4.41,1
393,737,1.C.4.b,Stress Tolerance,IM,Importance,4.09,1
394,737,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.12,1
395,737,1.C.5.a,Dependability,IM,Importance,4.75,1
396,737,1.C.5.b,Attention to Detail,IM,Importance,4.15,1
397,737,1.C.5.c,Integrity,IM,Importance,4.3,1
398,737,1.C.6,Independence,IM,Importance,3.85,1
399,737,1.C.7.a,Innovation,IM,Importance,3.92,1
400,737,1.C.7.b,Analytical Thinking,IM,Importance,4.41,1
401,363,1.C.1.a,Achievement/Effort,IM,Importance,3.91,1
402,363,1.C.1.b,Persistence,IM,Importance,4.01,1
403,363,1.C.1.c,Initiative,IM,Importance,4.1,1
404,363,1.C.2.b,Leadership,IM,Importance,3.7,1
405,363,1.C.3.a,Cooperation,IM,Importance,3.51,1
406,363,1.C.3.b,Concern for Others,IM,Importance,3.64,1
407,363,1.C.3.c,Social Orientation,IM,Importance,2.7,1
408,363,1.C.4.a,Self Control,IM,Importance,3.21,1
409,363,1.C.4.b,Stress Tolerance,IM,Importance,3.36,1
410,363,1.C.4.c,Adaptability/Flexibility,IM,Importance,3.77,1
411,363,1.C.5.a,Dependability,IM,Importance,4.2,1
412,363,1.C.5.b,Attention to Detail,IM,Importance,4.08,1
413,363,1.C.5.c,Integrity,IM,Importance,4.36,1
414,363,1.C.6,Independence,IM,Importance,4.27,1
415,363,1.C.7.a,Innovation,IM,Importance,4.06,1
416,363,1.C.7.b,Analytical Thinking,IM,Importance,3.64,1
417,49,1.C.1.a,Achievement/Effort,IM,Importance,3.8,1
418,49,1.C.1.b,Persistence,IM,Importance,4.05,1
419,49,1.C.1.c,Initiative,IM,Importance,4.15,1
420,49,1.C.2.b,Leadership,IM,Importance,4.15,1
421,49,1.C.3.a,Cooperation,IM,Importance,4.2,1
422,49,1.C.3.b,Concern for Others,IM,Importance,3.7,1
423,49,1.C.3.c,Social Orientation,IM,Importance,3.1,1
424,49,1.C.4.a,Self Control,IM,Importance,4.2,1
425,49,1.C.4.b,Stress Tolerance,IM,Importance,3.8,1
426,49,1.C.4.c,Adaptability/Flexibility,IM,Importance,4.05,1
427,49,1.C.5.a,Dependability,IM,Importance,4.65,1
428,49,1.C.5.b,Attention to Detail,IM,Importance,4.3,1
429,49,1.C.5.c,Integrity,IM,Importance,4.5,1
430,49,1.C.6,Independence,IM,Importance,3.7,1
431,49,1.C.7.a,Innovation,IM,Importance,3.95,1
432,49,1.C.7.b,Analytical Thinking,IM,Importance,3.9,1
433,212,1.C.1.a,Achievement/Effort,IM,Importance,3.84,1
434,212,1.C.1.b,Persistence,IM,Importance,4.24,1
435,212,1.C.1.c,Initiative,IM,Importance,4.36,1
436,212,1.C.2.b,Leadership,IM,Importance,4.48,1
437,212,1.C.3.a,Cooperation,IM,Importance,4.28,1
438,212,1.C.3.b,Concern for Others,IM,Importance,3.68,1
439,212,1.C.3.c,Social Orientation,IM,Importance,3.48,1
440,212,1.C.4.a,Self Control,IM,Importance,4.24,1
